UTC,Temperature,Humidity,TVOC,eCO2,Raw_H2,Raw_Ethanol,Pressure,PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,CNT,Fire_Alarm
1654764150,18.6,50.5,126,400,13171,20042,939.644,0.84,0.87,5.76,0.898,0.02,2807,0
1654764151,18.55,50.71,130,400,13167,20035,939.644,0.83,0.87,5.74,0.895,0.02,2808,0
1654764152,18.51,50.92,130,400,13170,20044,939.645,0.85,0.88,5.85,0.913,0.021,2809,0
1654764153,18.51,51.1,131,400,13166,20049,939.629,0.9,0.93,6.19,0.965,0.022,2810,0
1654764154,18.46,51.25,130,400,13171,20047,939.626,0.91,0.95,6.29,0.98,0.022,2811,0
1654764155,18.46,51.41,127,400,13165,20044,939.627,0.92,0.95,6.31,0.984,0.022,2812,0
1654764156,18.41,51.52,124,400,13168,20043,939.649,0.92,0.95,6.3,0.982,0.022,2813,0
1654764157,18.38,51.6,128,400,13164,20032,939.655,0.94,0.98,6.5,1.013,0.023,2814,0
1654764158,18.36,51.68,130,400,13167,20041,939.658,0.95,0.99,6.57,1.024,0.023,2815,0
1654764159,18.36,51.82,135,400,13167,20043,939.662,0.96,1,6.63,1.033,0.023,2816,0
1654764160,18.33,51.88,131,400,13166,20044,939.655,0.96,1,6.63,1.033,0.023,2817,0
1654764161,18.31,51.98,121,400,13177,20058,939.645,0.95,0.99,6.54,1.02,0.023,2818,0
1654764162,18.28,52.05,114,400,13176,20046,939.649,0.95,0.98,6.51,1.016,0.023,2819,0
1654764163,18.26,52.11,130,400,13175,20041,939.646,0.97,1.01,6.66,1.038,0.023,2820,0
1654764164,18.26,52.21,128,400,13173,20042,939.649,0.96,1,6.6,1.03,0.023,2821,0
1654764165,18.21,52.31,129,400,13171,20048,939.656,0.95,0.99,6.53,1.019,0.023,2822,0
1654764166,18.24,52.34,124,400,13180,20058,939.663,0.95,0.99,6.56,1.023,0.023,2823,0
1654764167,18.24,52.37,119,400,13176,20047,939.663,0.97,1.01,6.68,1.042,0.024,2824,0
1654764168,18.2,52.45,110,400,13174,20059,939.657,0.97,1.01,6.68,1.042,0.024,2825,0
1654764169,19.54,52.58,96,400,13192,20075,939.656,0.96,1,6.6,1.029,0.023,2826,0
1654764170,19.89,52.05,97,400,13194,20077,939.657,0.96,1,6.62,1.032,0.023,2827,0
1654764171,20.09,51.25,96,400,13197,20082,939.659,0.96,1,6.61,1.03,0.023,2828,0
1654764172,20.22,50.45,100,400,13193,20068,939.654,0.96,1,6.63,1.034,0.023,2829,0
1654764173,20.33,49.77,96,400,13187,20073,939.654,0.95,0.99,6.53,1.019,0.023,2830,0
1654764174,20.4,49.18,111,400,13184,20072,939.652,0.93,0.97,6.43,1.002,0.023,2831,0
1654764175,20.47,48.63,111,400,13180,20066,939.66,0.91,0.95,6.27,0.978,0.022,2832,0
1654764176,20.53,48.25,107,400,13179,20056,939.66,0.9,0.94,6.23,0.971,0.022,2833,0
1654764177,20.6,47.91,112,400,13182,20064,939.658,0.9,0.93,6.18,0.964,0.022,2834,0
1654764178,20.63,47.59,111,400,13179,20060,939.649,0.88,0.92,6.08,0.948,0.021,2835,0
1654764179,20.67,47.32,119,400,13185,20064,939.641,0.9,0.93,6.18,0.964,0.022,2836,0
1654764180,20.71,47.08,106,400,13188,20063,939.637,0.94,0.98,6.5,1.013,0.023,2837,0
1654764181,20.74,46.92,112,400,13180,20068,939.642,0.96,1,6.64,1.035,0.023,2838,0
1654764182,20.8,46.77,114,400,13183,20062,939.646,1.03,1.07,7.08,1.105,0.025,2839,0
1654764183,20.81,46.62,108,400,13179,20070,939.657,1.06,1.1,7.26,1.133,0.026,2840,0
1654764184,20.84,46.47,97,400,13183,20073,939.647,1.09,1.13,7.51,1.171,0.026,2841,0
1654764185,20.88,46.42,105,400,13188,20069,939.649,1.1,1.14,7.54,1.175,0.027,2842,0
1654764186,20.91,46.29,106,400,13183,20075,939.641,1.11,1.15,7.61,1.186,0.027,2843,0
1654764187,20.91,46.24,105,400,13180,20069,939.639,1.1,1.15,7.59,1.184,0.027,2844,0
1654764188,20.92,46.13,107,400,13181,20070,939.64,1.11,1.15,7.64,1.192,0.027,2845,0
1654764189,20.98,46.09,115,400,13180,20071,939.65,1.1,1.14,7.55,1.177,0.027,2846,0
1654764190,20.99,45.97,113,400,13172,20054,939.661,1.09,1.13,7.48,1.167,0.026,2847,0
1654764191,21.02,45.93,104,400,13170,20047,939.662,1.08,1.12,7.45,1.162,0.026,2848,0
1654764192,21.02,45.86,107,400,13178,20057,939.667,1.08,1.12,7.43,1.158,0.026,2849,0
1654764193,21.05,45.83,123,400,13172,20051,939.657,1.08,1.12,7.44,1.159,0.026,2850,0
1654764194,21.06,45.73,107,400,13174,20054,939.65,1.06,1.1,7.29,1.137,0.026,2851,0
1654764195,21.08,45.7,110,400,13175,20068,939.649,1.04,1.08,7.16,1.116,0.025,2852,0
1654764196,21.09,45.65,113,400,13171,20058,939.661,0.99,1.03,6.81,1.062,0.024,2853,0
1654764197,21.11,45.58,109,400,13180,20063,939.663,0.97,1.01,6.71,1.046,0.024,2854,0
1654764198,21.11,45.54,120,400,13171,20054,939.666,0.97,1.01,6.66,1.039,0.023,2855,0
1654764199,19.89,45.43,145,400,13158,20038,939.664,0.95,0.99,6.55,1.022,0.023,2856,0
1654764200,19.47,45.91,152,400,13148,20021,939.654,0.94,0.98,6.49,1.012,0.023,2857,0
1654764201,19.29,46.64,138,400,13154,20027,939.65,0.92,0.96,6.36,0.992,0.022,2858,0
1654764202,19.13,47.34,148,400,13150,20029,939.65,0.91,0.95,6.3,0.982,0.022,2859,0
1654764203,19.03,47.97,138,400,13157,20029,939.649,0.88,0.92,6.08,0.948,0.021,2860,0
1654764204,18.93,48.53,137,400,13161,20035,939.658,0.87,0.9,5.98,0.933,0.021,2861,0
1654764205,18.88,49.09,140,400,13156,20030,939.676,0.85,0.88,5.82,0.908,0.02,2862,0
1654764206,18.84,49.48,136,400,13167,20041,939.668,0.84,0.87,5.75,0.897,0.02,2863,0
1654764207,18.78,49.83,149,400,13155,20038,939.665,0.8,0.83,5.49,0.856,0.019,2864,0
1654764208,18.71,50.13,134,400,13159,20033,939.655,0.79,0.82,5.41,0.844,0.019,2865,0
1654764209,18.68,50.39,127,400,13164,20041,939.652,0.79,0.82,5.44,0.849,0.019,2866,0
1654764210,18.64,50.62,139,400,13164,20034,939.65,0.79,0.83,5.47,0.853,0.019,2867,0
1654764211,18.6,50.83,132,400,13162,20039,939.64,0.79,0.82,5.41,0.843,0.019,2868,0
1654764212,18.57,51,138,400,13162,20038,939.655,0.77,0.8,5.33,0.831,0.019,2869,0
1654764213,18.55,51.19,140,400,13160,20042,939.656,0.79,0.82,5.45,0.849,0.019,2870,0
1654764214,18.51,51.32,143,400,13158,20033,939.651,0.8,0.83,5.51,0.859,0.019,2871,0
1654764215,18.48,51.46,139,400,13154,20033,939.649,0.8,0.83,5.49,0.856,0.019,2872,0
1654764216,18.48,51.54,142,400,13161,20035,939.651,0.8,0.83,5.48,0.854,0.019,2873,0
1654764217,18.46,51.64,136,400,13169,20051,939.653,0.79,0.82,5.41,0.844,0.019,2874,0
1654764218,18.4,51.71,133,400,13161,20041,939.65,0.77,0.8,5.31,0.828,0.019,2875,0
1654764219,18.4,51.79,142,400,13157,20028,939.664,0.76,0.79,5.22,0.814,0.018,2876,0
1654764220,18.38,51.9,134,400,13158,20029,939.669,0.77,0.8,5.27,0.822,0.019,2877,0
1654764221,18.37,51.96,141,400,13154,20036,939.67,0.78,0.81,5.33,0.832,0.019,2878,0
1654764222,18.37,52.02,137,400,13155,20032,939.671,0.84,0.87,5.75,0.897,0.02,2879,0
1654764223,18.36,52.07,141,400,13158,20030,939.668,0.87,0.91,6.02,0.938,0.021,2880,0
1654764224,18.3,52.1,139,400,13158,20032,939.665,0.93,0.96,6.38,0.995,0.022,2881,0
1654764225,18.31,52.21,132,400,13162,20038,939.655,0.94,0.98,6.5,1.013,0.023,2882,0
1654764226,18.28,52.21,145,400,13154,20024,939.644,0.97,1.01,6.66,1.039,0.023,2883,0
1654764227,18.31,52.23,134,400,13160,20033,939.637,0.96,1,6.63,1.034,0.023,2884,0
1654764228,18.28,52.3,145,400,13160,20023,939.648,0.95,0.99,6.55,1.021,0.023,2885,0
1654764229,19.6,52.41,122,400,13178,20053,939.647,0.94,0.98,6.49,1.012,0.023,2886,0
1654764230,19.99,51.9,125,400,13179,20055,939.64,0.97,1.01,6.7,1.045,0.024,2887,0
1654764231,20.18,51.05,119,400,13175,20051,939.648,0.98,1.02,6.78,1.057,0.024,2888,0
1654764232,20.29,50.27,124,400,13171,20050,939.656,1.01,1.05,6.93,1.081,0.024,2889,0
1654764233,20.4,49.57,127,400,13174,20044,939.642,1.03,1.07,7.06,1.101,0.025,2890,0
1654764234,20.5,48.64,117,400,13170,20058,939.635,1.01,1.05,6.95,1.083,0.024,2891,0
1654764235,20.6,48.14,133,400,13170,20037,939.642,0.99,1.03,6.84,1.067,0.024,2892,0
1654764236,20.64,47.73,131,400,13168,20050,939.636,0.96,1,6.59,1.028,0.023,2893,0
1654764237,20.7,47.45,140,400,13166,20039,939.637,0.93,0.97,6.41,0.999,0.023,2894,0
1654764238,20.71,47.18,135,400,13161,20031,939.636,0.89,0.92,6.1,0.951,0.021,2895,0
1654764239,20.78,46.91,130,400,13157,20023,939.633,0.87,0.9,5.97,0.931,0.021,2896,0
1654764240,20.83,46.81,137,400,13166,20035,939.643,0.84,0.88,5.8,0.905,0.02,2897,0
1654764241,20.85,46.63,127,400,13164,20035,939.63,0.84,0.87,5.76,0.898,0.02,2898,0
1654764242,20.87,46.46,140,400,13163,20035,939.624,0.84,0.87,5.77,0.899,0.02,2899,0
1654764243,20.94,46.31,138,400,13169,20039,939.643,0.84,0.88,5.81,0.907,0.02,2900,0
1654764244,20.94,46.24,140,400,13163,20044,939.632,0.85,0.88,5.84,0.911,0.021,2901,0
1654764245,20.95,46.14,144,400,13160,20025,939.638,0.87,0.9,5.98,0.932,0.021,2902,0
1654764246,21.01,45.95,136,400,13162,20033,939.621,0.98,1.01,6.72,1.047,0.024,2903,0
1654764247,21.04,45.89,138,400,13165,20034,939.615,1,1.04,6.87,1.071,0.024,2904,0
1654764248,21.06,45.8,138,400,13168,20044,939.623,1.06,1.1,7.28,1.136,0.026,2905,0
1654764249,21.09,45.73,134,400,13162,20042,939.622,1.09,1.13,7.47,1.165,0.026,2906,0
1654764250,21.12,45.62,140,400,13160,20027,939.616,1.16,1.2,7.97,1.242,0.028,2907,0
1654764251,21.12,45.62,130,400,13166,20037,939.628,1.18,1.23,8.13,1.267,0.029,2908,0
1654764252,21.14,45.56,144,400,13157,20028,939.634,1.24,1.28,8.5,1.326,0.03,2909,0
1654764253,21.14,45.49,144,400,13161,20023,939.633,1.25,1.3,8.62,1.343,0.03,2910,0
1654764254,21.18,45.46,144,400,13159,20033,939.633,1.26,1.3,8.64,1.348,0.03,2911,0
1654764255,21.19,45.4,146,400,13158,20020,939.646,1.25,1.29,8.57,1.337,0.03,2912,0
1654764256,21.19,45.38,143,400,13160,20017,939.653,1.21,1.26,8.34,1.3,0.029,2913,0
1654764257,19.97,45.26,164,400,13148,20013,939.655,1.19,1.23,8.17,1.275,0.029,2914,0
1654764258,19.55,45.8,167,400,13145,20000,939.643,1.17,1.22,8.08,1.259,0.028,2915,0
1654764259,19.36,46.49,164,400,13141,20011,939.64,1.17,1.21,8.03,1.251,0.028,2916,0
1654764260,19.23,47.24,156,400,13147,20018,939.633,1.14,1.19,7.87,1.227,0.028,2917,0
1654764261,19.12,47.89,159,400,13153,20018,939.637,1.12,1.17,7.72,1.204,0.027,2918,0
1654764262,19.03,48.42,168,400,13152,20013,939.632,1.08,1.12,7.43,1.159,0.026,2919,0
1654764263,18.96,48.92,161,400,13149,20019,939.631,1.06,1.1,7.29,1.137,0.026,2920,0
1654764264,18.88,49.34,161,400,13146,20010,939.627,1.05,1.09,7.21,1.124,0.025,2921,0
1654764265,18.85,49.69,160,400,13155,20018,939.619,1.01,1.05,6.94,1.082,0.024,2922,0
1654764266,18.81,49.99,160,400,13154,20013,939.621,0.99,1.03,6.81,1.062,0.024,2923,0
1654764267,18.75,50.25,152,400,13158,20032,939.629,0.96,1,6.62,1.032,0.023,2924,0
1654764268,18.71,50.5,158,400,13149,20013,939.625,0.95,0.98,6.51,1.015,0.023,2925,0
1654764269,18.68,50.68,147,400,13150,20015,939.63,0.91,0.94,6.25,0.974,0.022,2926,0
1654764270,18.68,50.88,153,400,13153,20011,939.635,0.88,0.92,6.06,0.946,0.021,2927,0
1654764271,18.63,51.03,161,400,13151,20012,939.63,0.86,0.89,5.91,0.922,0.021,2928,0
1654764272,18.6,51.19,151,400,13154,20027,939.621,0.87,0.9,5.97,0.931,0.021,2929,0
1654764273,18.58,51.28,150,400,13158,20023,939.624,0.92,0.95,6.3,0.983,0.022,2930,0
1654764274,18.55,51.38,151,400,13155,20021,939.626,0.93,0.97,6.41,0.999,0.023,2931,0
1654764275,18.53,51.55,148,400,13158,20022,939.63,0.93,0.97,6.43,1.003,0.023,2932,0
1654764276,18.51,51.57,163,400,13154,20010,939.622,0.93,0.96,6.37,0.994,0.022,2933,0
1654764277,18.5,51.68,154,400,13150,20025,939.627,0.91,0.95,6.29,0.981,0.022,2934,0
1654764278,18.47,51.72,151,400,13150,20019,939.636,0.9,0.93,6.17,0.962,0.022,2935,0
1654764279,18.47,51.76,156,400,13146,20014,939.643,0.85,0.89,5.87,0.915,0.021,2936,0
1654764280,18.44,51.84,151,400,13160,20020,939.631,0.83,0.86,5.7,0.888,0.02,2937,0
1654764281,18.44,51.9,155,400,13147,20014,939.637,0.82,0.85,5.61,0.875,0.02,2938,0
1654764282,18.4,51.99,161,400,13155,20022,939.646,0.81,0.84,5.58,0.869,0.02,2939,0
1654764283,18.4,51.99,146,400,13160,20021,939.638,0.81,0.84,5.55,0.865,0.02,2940,0
1654764284,18.37,52.05,152,400,13152,20018,939.632,0.81,0.84,5.56,0.867,0.02,2941,0
1654764285,18.34,52.13,161,400,13153,20016,939.631,0.8,0.83,5.51,0.86,0.019,2942,0
1654764286,18.37,52.16,158,400,13151,20019,939.625,0.8,0.83,5.48,0.854,0.019,2943,0
1654764287,19.68,52.25,138,400,13172,20038,939.63,0.8,0.83,5.49,0.855,0.019,2944,0
1654764288,20.06,51.75,142,400,13170,20036,939.636,0.79,0.82,5.45,0.849,0.019,2945,0
1654764289,20.25,50.94,142,400,13169,20034,939.626,0.78,0.82,5.4,0.842,0.019,2946,0
1654764290,20.37,50.14,131,400,13177,20044,939.619,0.79,0.83,5.47,0.852,0.019,2947,0
1654764291,20.44,49.43,147,400,13162,20026,939.622,0.81,0.84,5.56,0.867,0.02,2948,0
1654764292,20.56,48.89,135,400,13169,20040,939.623,0.83,0.86,5.68,0.886,0.02,2949,0
1654764293,20.63,48.33,143,400,13168,20032,939.619,0.84,0.87,5.77,0.899,0.02,2950,0
1654764294,20.68,47.84,136,400,13168,20034,939.622,0.85,0.88,5.83,0.908,0.021,2951,0
1654764295,20.71,47.54,140,400,13164,20027,939.62,0.84,0.87,5.76,0.899,0.02,2952,0
1654764296,20.78,47.25,150,400,13159,20029,939.627,0.85,0.88,5.84,0.911,0.021,2953,0
1654764297,20.83,46.96,137,400,13165,20036,939.64,0.86,0.89,5.91,0.922,0.021,2954,0
1654764298,20.87,46.75,151,400,13153,20020,939.629,0.86,0.89,5.89,0.919,0.021,2955,0
1654764299,20.91,46.6,147,400,13160,20027,939.632,0.85,0.88,5.82,0.908,0.021,2956,0
1654764300,20.94,46.39,151,400,13160,20020,939.631,0.85,0.88,5.85,0.913,0.021,2957,0
1654764301,20.94,46.23,149,400,13157,20023,939.619,0.85,0.89,5.87,0.916,0.021,2958,0
1654764302,21.01,46.12,157,400,13159,20021,939.614,0.85,0.89,5.88,0.917,0.021,2959,0
1654764303,21.02,46.03,141,400,13159,20028,939.608,0.87,0.91,6.02,0.939,0.021,2960,0
1654764304,21.02,45.87,150,400,13161,20027,939.613,0.91,0.94,6.25,0.974,0.022,2961,0
1654764305,21.08,45.78,155,400,13155,20024,939.611,0.91,0.95,6.29,0.981,0.022,2962,0
1654764306,21.06,45.75,155,400,13159,20014,939.615,0.92,0.95,6.31,0.984,0.022,2963,0
1654764307,21.12,45.62,160,400,13154,20007,939.619,0.9,0.94,6.22,0.97,0.022,2964,0
1654764308,21.15,45.56,149,400,13150,20012,939.619,0.9,0.93,6.17,0.962,0.022,2965,0
1654764309,21.16,45.47,148,400,13157,20024,939.635,0.9,0.94,6.22,0.97,0.022,2966,0
1654764310,21.18,45.44,167,400,13157,20009,939.631,0.91,0.94,6.24,0.973,0.022,2967,0
1654764311,21.23,45.39,162,400,13158,20011,939.646,0.93,0.96,6.38,0.995,0.022,2968,0
1654764312,21.22,45.31,161,400,13154,20013,939.65,0.93,0.97,6.43,1.003,0.023,2969,0
1654764313,21.25,45.25,157,400,13154,20011,939.65,0.93,0.96,6.39,0.996,0.022,2970,0
1654764314,21.25,45.23,157,400,13161,20025,939.643,0.92,0.96,6.35,0.99,0.022,2971,0
1654764315,21.28,45.2,164,400,13150,20009,939.642,0.92,0.96,6.36,0.993,0.022,2972,0
1654764316,21.26,45.12,159,400,13154,20011,939.653,0.94,0.97,6.45,1.006,0.023,2973,0
1654764317,20.02,45.05,182,400,13138,19994,939.65,0.95,0.99,6.53,1.019,0.023,2974,0
1654764318,19.64,45.52,183,400,13136,19984,939.653,0.94,0.98,6.49,1.012,0.023,2975,0
1654764319,19.43,46.2,189,400,13132,19990,939.654,0.94,0.97,6.45,1.005,0.023,2976,0
1654764320,19.32,46.91,182,400,13135,19994,939.657,0.93,0.97,6.43,1.003,0.023,2977,0
1654764321,19.22,47.57,183,400,13137,20001,939.664,0.92,0.96,6.33,0.988,0.022,2978,0
1654764322,19.1,48.11,180,400,13134,19987,939.651,0.91,0.94,6.25,0.975,0.022,2979,0
1654764323,19.05,48.53,182,400,13144,19994,939.641,0.87,0.91,6.01,0.937,0.021,2980,0
1654764324,18.96,48.99,171,400,13138,19983,939.641,0.88,0.91,6.06,0.945,0.021,2981,0
1654764325,18.91,49.33,176,400,13145,19995,939.638,0.89,0.93,6.14,0.958,0.022,2982,0
1654764326,18.86,49.61,183,400,13138,19988,939.651,0.92,0.96,6.33,0.987,0.022,2983,0
1654764327,18.82,49.86,180,400,13143,19999,939.646,0.92,0.95,6.32,0.986,0.022,2984,0
1654764328,18.78,50.08,168,400,13145,20004,939.647,0.89,0.93,6.15,0.958,0.022,2985,0
1654764329,18.75,50.29,167,400,13146,20006,939.652,0.89,0.92,6.09,0.95,0.021,2986,0
1654764330,18.72,50.47,180,400,13143,20010,939.652,0.86,0.9,5.95,0.927,0.021,2987,0
1654764331,18.71,50.61,167,400,13145,20002,939.655,0.86,0.89,5.91,0.921,0.021,2988,0
1654764332,18.67,50.76,164,400,13150,20007,939.668,0.87,0.91,6.01,0.936,0.021,2989,0
1654764333,18.64,50.88,178,400,13139,19991,939.661,0.87,0.9,5.98,0.932,0.021,2990,0
1654764334,18.61,50.96,181,400,13143,19996,939.655,0.85,0.88,5.86,0.914,0.021,2991,0
1654764335,18.6,51.06,179,400,13139,19994,939.644,0.84,0.87,5.79,0.902,0.02,2992,0
1654764336,18.58,51.14,172,400,13144,19994,939.644,0.81,0.84,5.56,0.867,0.02,2993,0
1654764337,18.55,51.22,183,400,13137,19993,939.647,0.79,0.82,5.42,0.846,0.019,2994,0
1654764338,18.55,51.32,181,400,13143,19994,939.649,0.74,0.77,5.07,0.791,0.018,2995,0
1654764339,18.54,51.35,178,400,13147,20003,939.653,0.72,0.75,4.97,0.775,0.018,2996,0
1654764340,18.51,51.45,187,400,13142,19995,939.651,0.69,0.72,4.78,0.745,0.017,2997,0
1654764341,18.5,51.53,180,400,13143,19991,939.658,0.7,0.73,4.84,0.755,0.017,2998,0
1654764342,18.48,51.54,180,400,13144,19990,939.65,0.7,0.73,4.85,0.756,0.017,2999,0
1654764343,18.48,51.62,176,400,13144,19994,939.648,0.71,0.73,4.86,0.757,0.017,3000,0
1654764344,18.46,51.65,171,400,13143,19992,939.652,0.7,0.73,4.83,0.754,0.017,3001,0
1654764345,18.46,51.67,181,400,13142,19990,939.649,0.7,0.72,4.8,0.748,0.017,3002,0
1654764346,18.44,51.73,176,400,13143,19994,939.652,0.69,0.71,4.73,0.737,0.017,3003,0
1654764347,19.75,51.82,152,400,13168,20014,939.651,0.67,0.7,4.63,0.722,0.016,3004,0
1654764348,20.13,51.32,151,400,13164,20026,939.641,0.67,0.69,4.6,0.717,0.016,3005,0
1654764349,20.32,50.47,154,400,13164,20020,939.646,0.68,0.71,4.67,0.729,0.016,3006,0
1654764350,20.46,49.69,159,400,13154,20009,939.653,0.68,0.71,4.7,0.733,0.017,3007,0
1654764351,20.56,49,155,400,13155,20013,939.654,0.69,0.72,4.75,0.741,0.017,3008,0
1654764352,20.64,48.45,171,400,13162,20008,939.656,0.7,0.73,4.83,0.753,0.017,3009,0
1654764353,20.71,47.94,168,400,13158,20012,939.653,0.74,0.77,5.1,0.795,0.018,3010,0
1654764354,20.75,47.51,165,400,13157,20012,939.664,0.76,0.79,5.21,0.813,0.018,3011,0
1654764355,20.8,47.13,159,400,13161,20007,939.671,0.78,0.81,5.38,0.839,0.019,3012,0
1654764356,20.85,46.85,166,400,13155,20006,939.679,0.78,0.81,5.39,0.84,0.019,3013,0
1654764357,20.88,46.65,177,400,13147,20000,939.683,0.78,0.81,5.39,0.84,0.019,3014,0
1654764358,20.92,46.46,174,400,13149,20000,939.677,0.78,0.81,5.38,0.84,0.019,3015,0
1654764359,20.98,46.27,173,400,13154,20001,939.677,0.79,0.82,5.46,0.852,0.019,3016,0
1654764360,20.99,46.12,171,400,13157,20008,939.684,0.8,0.84,5.54,0.863,0.019,3017,0
1654764361,21.05,45.97,172,400,13153,20009,939.682,0.85,0.88,5.82,0.907,0.02,3018,0
1654764362,21.05,45.88,172,400,13152,20000,939.685,0.85,0.88,5.86,0.913,0.021,3019,0
1654764363,21.09,45.77,171,400,13150,19998,939.686,0.86,0.89,5.89,0.919,0.021,3020,0
1654764364,21.14,45.68,178,400,13146,19997,939.681,0.86,0.89,5.9,0.92,0.021,3021,0
1654764365,21.12,45.59,177,400,13149,19999,939.667,0.87,0.91,6.02,0.939,0.021,3022,0
1654764366,21.16,45.48,174,400,13152,20002,939.673,0.88,0.92,6.08,0.948,0.021,3023,0
1654764367,21.19,45.39,170,400,13155,20005,939.676,0.9,0.94,6.21,0.969,0.022,3024,0
1654764368,21.23,45.33,168,400,13151,20003,939.671,0.91,0.94,6.24,0.973,0.022,3025,0
1654764369,21.23,45.31,165,400,13142,20003,939.667,0.89,0.93,6.16,0.96,0.022,3026,0
1654764370,21.25,45.24,176,400,13145,19994,939.675,0.87,0.9,5.97,0.931,0.021,3027,0
1654764371,21.28,45.18,168,400,13150,20007,939.66,0.86,0.89,5.91,0.922,0.021,3028,0
1654764372,21.28,45.15,173,400,13151,20001,939.671,0.84,0.88,5.8,0.905,0.02,3029,0
1654764373,21.28,45.09,181,400,13140,19995,939.669,0.83,0.86,5.7,0.889,0.02,3030,0
1654764374,21.32,45.05,174,400,13144,19994,939.672,0.79,0.82,5.45,0.849,0.019,3031,0
1654764375,21.33,44.99,170,400,13155,20014,939.67,0.77,0.8,5.3,0.826,0.019,3032,0
1654764376,21.36,45,176,400,13150,19997,939.682,0.73,0.76,5.03,0.785,0.018,3033,0
1654764377,20.1,44.9,200,400,13124,19964,939.678,0.73,0.76,5.01,0.782,0.018,3034,0
1654764378,19.7,45.37,204,400,13124,19962,939.675,0.72,0.75,4.94,0.771,0.017,3035,0
1654764379,19.5,46.05,196,400,13128,19973,939.666,0.71,0.74,4.89,0.763,0.017,3036,0
1654764380,19.39,46.79,193,400,13136,19980,939.658,0.68,0.71,4.68,0.73,0.016,3037,0
1654764381,19.27,47.43,198,400,13134,19976,939.661,0.67,0.7,4.64,0.723,0.016,3038,0
1654764382,19.18,48,201,400,13133,19974,939.656,0.66,0.69,4.55,0.709,0.016,3039,0
1654764383,19.14,48.45,191,400,13139,19984,939.658,0.65,0.68,4.5,0.701,0.016,3040,0
1654764384,19.05,48.86,183,400,13146,19987,939.66,0.66,0.69,4.57,0.712,0.016,3041,0
1654764385,19,49.23,183,400,13143,19990,939.658,0.66,0.68,4.53,0.706,0.016,3042,0
1654764386,18.95,49.54,195,400,13143,19984,939.661,0.65,0.68,4.5,0.702,0.016,3043,0
1654764387,18.89,49.83,179,400,13146,19993,939.662,0.67,0.69,4.58,0.715,0.016,3044,0
1654764388,18.85,50.04,180,400,13142,19989,939.665,0.68,0.7,4.67,0.727,0.016,3045,0
1654764389,18.84,50.25,191,400,13142,19985,939.656,0.71,0.74,4.89,0.763,0.017,3046,0
1654764390,18.81,50.42,181,400,13150,19993,939.669,0.74,0.77,5.08,0.792,0.018,3047,0
1654764391,18.78,50.64,173,400,13151,20006,939.679,0.79,0.82,5.45,0.85,0.019,3048,0
1654764392,18.72,50.8,168,400,13147,19995,939.678,0.82,0.85,5.63,0.878,0.02,3049,0
1654764393,18.71,50.92,175,400,13147,19988,939.68,0.85,0.88,5.82,0.908,0.021,3050,0
1654764394,18.71,51.1,189,400,13146,19982,939.68,0.84,0.88,5.81,0.906,0.02,3051,0
1654764395,18.68,51.21,185,400,13147,19988,939.676,0.86,0.89,5.91,0.922,0.021,3052,0
1654764396,18.65,51.31,166,400,13157,20003,939.673,0.86,0.89,5.91,0.922,0.021,3053,0
1654764397,18.65,51.46,182,400,13151,19988,939.678,0.85,0.88,5.83,0.91,0.021,3054,0
1654764398,18.63,51.58,171,400,13162,20004,939.68,0.84,0.87,5.77,0.9,0.02,3055,0
1654764399,18.6,51.63,165,400,13161,20000,939.664,0.84,0.87,5.76,0.899,0.02,3056,0
1654764400,18.57,51.68,171,400,13162,20005,939.671,0.84,0.88,5.8,0.904,0.02,3057,0
1654764401,18.58,51.79,165,400,13162,20008,939.675,0.87,0.9,5.96,0.93,0.021,3058,0
1654764402,18.55,51.89,162,400,13167,20005,939.679,0.86,0.9,5.93,0.925,0.021,3059,0
1654764403,18.53,51.93,168,400,13165,20008,939.674,0.87,0.9,5.96,0.93,0.021,3060,0
1654764404,18.53,52.01,160,400,13165,20013,939.669,0.88,0.92,6.06,0.946,0.021,3061,0
1654764405,18.53,52.07,157,400,13169,20025,939.679,0.9,0.93,6.18,0.964,0.022,3062,0
1654764406,18.5,52.11,157,400,13169,20022,939.689,0.91,0.95,6.26,0.976,0.022,3063,0
1654764407,19.82,52.22,140,400,13179,20041,939.679,0.92,0.96,6.36,0.992,0.022,3064,0
1654764408,20.2,51.71,129,400,13183,20038,939.669,0.94,0.98,6.48,1.01,0.023,3065,0
1654764409,20.39,50.91,138,400,13175,20031,939.658,0.94,0.97,6.45,1.006,0.023,3066,0
1654764410,20.51,50.1,130,400,13177,20035,939.65,0.95,0.98,6.51,1.016,0.023,3067,0
1654764411,20.63,49.41,138,400,13178,20039,939.659,0.95,0.99,6.54,1.02,0.023,3068,0
1654764412,20.68,48.84,128,400,13179,20044,939.66,0.94,0.97,6.44,1.005,0.023,3069,0
1654764413,20.75,48.28,138,400,13175,20037,939.673,0.94,0.98,6.49,1.012,0.023,3070,0
1654764414,20.83,47.91,140,400,13170,20029,939.679,0.93,0.97,6.43,1.003,0.023,3071,0
1654764415,20.88,47.58,138,400,13173,20031,939.681,0.93,0.96,6.39,0.996,0.023,3072,0
1654764416,20.94,47.26,145,400,13170,20031,939.666,0.94,0.98,6.48,1.01,0.023,3073,0
1654764417,20.96,46.97,140,400,13172,20035,939.666,0.94,0.97,6.44,1.004,0.023,3074,0
